Problem Size,code 1,code 2,code 3
8388608,,0.42834901809692383,1.8510901927947998
16777216,,0.3635980486869812,2.160580486059189
33554432,,0.3758881092071533,2.3477865755558014
67108864,,0.3392299562692642,2.441441185772419
134217728,,0.32421091943979263,2.4958598762750626
268435456,,0.3181276358664036,2.522323103621602
